"time_limit","decay_rate","packets_per_second","repititions","mean_throughput"
"300","30","1000","30","763"
"300","30","1000","30","817"
"300","30","1000","30","720"
"300","30","1000","30","691"
"300","30","1000","30","699"
"300","30","1000","30","725"
"300","30","1000","30","793"
"300","30","1000","30","764"
"300","30","1000","30","703"
"300","30","1000","30","713"
"300","30","1000","30","786"
"300","30","1000","30","678"
"300","30","1000","30","717"
"300","30","1000","30","783"
"300","30","1000","30","629"
"300","30","1000","30","619"
"300","30","1000","30","631"
"300","30","1000","30","699"
"300","30","1000","30","762"
"300","30","1000","30","721"
"300","30","1000","30","651"
"300","30","1000","30","631"
"300","30","1000","30","732"
"300","30","1000","30","741"
"300","30","1000","30","670"
"300","30","1000","30","798"
"300","30","1000","30","717"
"300","30","1000","30","675"
"300","30","1000","30","748"
"300","30","1000","30","691"
